team------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
caliber bills---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bills considered------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
considered teams------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
teams rise------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rise playoff----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
playoff sleepers------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sleepers likely-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
likely bengals--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals start---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
start season----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season effectively----------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
effectively kill------------------------------------------------- {'neg': 0.618, 'neu': 0.0, 'pos': 0.382, 'compound': -0.4215} negative
kill chances----------------------------------------------------- {'neg': 0.723, 'neu': 0.0, 'pos': 0.277, 'compound': -0.5994} negative
chances make----------------------------------------------------- {'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023} positive
playoffs team---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
team considered-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
considered mediocre---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
mediocre green--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
green play------------------------------------------------------- {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
play stretch----------------------------------------------------- {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
stretch season--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season going----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
going extremely-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
extremely difficult---------------------------------------------- {'neg': 0.736, 'neu': 0.264, 'pos': 0.0, 'compound': -0.4201} negative
difficult bengals------------------------------------------------ {'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612} negative
bengals offensive------------------------------------------------ {'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588} negative
pretty dreadful-------------------------------------------------- {'neg': 0.475, 'neu': 0.0, 'pos': 0.525, 'compound': 0.0772} positive
dreadful season-------------------------------------------------- {'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404} negative
season reason---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
reason bengals--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals season--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season fell------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
fell apart------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
apart strong----------------------------------------------------- {'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5106} positive
start unfortunately---------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
unfortunately changing------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
changing season-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season personnel------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
personnel wise--------------------------------------------------- {'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4767} positive
wise bengals----------------------------------------------------- {'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4767} positive
bengals make----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
make major------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
major acquisition------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
acquisition offensive-------------------------------------------- {'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588} negative
line drafted----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
drafted jonah---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jonah williams--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
williams tore---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
tore labrum------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
labrum likely---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miss season------------------------------------------------------ {'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.1531} negative
season bengals--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals hoping--------------------------------------------------- {'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215} positive
hoping better---------------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6908} positive
better health---------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
health offensive------------------------------------------------- {'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588} negative
line improve----------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
improve peformance----------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
peformance players----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
players unit----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
unit cordy------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
cordy glenn------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
glenn billy------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
billy price------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
price struggled-------------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
struggled injuries----------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
better operating------------------------------------------------- {'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404} positive
operating strength----------------------------------------------- {'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939} positive
strength major--------------------------------------------------- {'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939} positive
major concerns--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
concerns especially---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
especially left-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
guard concerning------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
concerning bengals----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals decide--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
decide starter--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
starter position------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
position chemistry----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
chemistry big---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
big offensive---------------------------------------------------- {'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588} negative
line bengals----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals wait----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
wait decide------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
decide left------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
guard time------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
time offensive--------------------------------------------------- {'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588} negative
line mesh-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
mesh likely------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
line plays------------------------------------------------------- {'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25} positive
plays slightly--------------------------------------------------- {'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25} positive
slightly better-------------------------------------------------- {'neg': 0.0, 'neu': 0.277, 'pos': 0.723, 'compound': 0.3832} positive
year expecting--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
expecting major-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
major leap------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
leap foolhardy--------------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
foolhardy tyler-------------------------------------------------- {'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34} negative
tyler eifert injury---------------------------------------------- {'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215} negative
eifert injury prone---------------------------------------------- {'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215} negative
injury prone players--------------------------------------------- {'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215} negative
prone players league--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
players league missed-------------------------------------------- {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
league missed whopping------------------------------------------- {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
missed whopping combined----------------------------------------- {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
whopping combined games------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
combined games past---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
games past seasons----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
past seasons percent--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
seasons percent total-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
percent total games---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
total games played----------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
games played particularly---------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
played particularly frustrating---------------------------------- {'neg': 0.484, 'neu': 0.152, 'pos': 0.364, 'compound': -0.2006} negative
particularly frustrating healthy--------------------------------- {'neg': 0.445, 'neu': 0.139, 'pos': 0.415, 'compound': -0.0553} negative
frustrating healthy pretty--------------------------------------- {'neg': 0.33, 'neu': 0.0, 'pos': 0.67, 'compound': 0.4588} positive
healthy pretty productive---------------------------------------- {'neg': 0.0, 'neu': 0.145, 'pos': 0.855, 'compound': 0.7096} positive
pretty productive healthy---------------------------------------- {'neg': 0.0, 'neu': 0.145, 'pos': 0.855, 'compound': 0.7096} positive
productive healthy season---------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
healthy season eifert-------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
season eifert scored--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
eifert scored touchdowns----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
scored touchdowns receiving-------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
touchdowns receiving yards--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiving yards plays-------------------------------------------- {'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25} positive
yards plays adds------------------------------------------------- {'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25} positive
plays adds new--------------------------------------------------- {'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25} positive
adds new dimension----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
new dimension bengals-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
dimension bengals offense---------------------------------------- {'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25} negative
bengals offense helps-------------------------------------------- {'neg': 0.357, 'neu': 0.179, 'pos': 0.464, 'compound': 0.1531} positive
offense helps passing-------------------------------------------- {'neg': 0.357, 'neu': 0.179, 'pos': 0.464, 'compound': 0.1531} positive
helps passing game----------------------------------------------- {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
passing game variety--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
game variety happened-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
variety happened unfortunately----------------------------------- {'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34} negative
happened unfortunately bengals----------------------------------- {'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34} negative
unfortunately bengals truly-------------------------------------- {'neg': 0.381, 'neu': 0.159, 'pos': 0.46, 'compound': 0.128} positive
bengals truly want----------------------------------------------- {'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.4939} positive
truly want competitive------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994} positive
want competitive year-------------------------------------------- {'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.25} positive
competitive year eifert------------------------------------------ {'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.1779} positive
year eifert fully------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
eifert fully healthy--------------------------------------------- {'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.4576} positive
fully healthy able----------------------------------------------- {'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.4576} positive
healthy able contribute------------------------------------------ {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
able contribute need--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
contribute need help--------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
need help stay--------------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
help stay afloat------------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
stay afloat division--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
afloat division aj----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
division aj green------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
aj green rare---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
green rare wide-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rare wide receiver----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
wide receiver likely--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiver likely indispensable------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
likely indispensable player-------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
indispensable player offense------------------------------------- {'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25} negative
player offense brutal-------------------------------------------- {'neg': 0.859, 'neu': 0.141, 'pos': 0.0, 'compound': -0.7269} negative
offense brutal blow---------------------------------------------- {'neg': 0.859, 'neu': 0.141, 'pos': 0.0, 'compound': -0.7269} negative
brutal blow training--------------------------------------------- {'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249} negative
blow training camp----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
training camp according------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
camp according diagnostics--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
according diagnostics likely------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
diagnostics likely miss------------------------------------------ {'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531} negative
likely miss beginning-------------------------------------------- {'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531} negative
miss beginning season-------------------------------------------- {'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531} negative
beginning season obviously--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season obviously better------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
obviously better season------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
better season ending--------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
ending injury injury--------------------------------------------- {'neg': 0.848, 'neu': 0.152, 'pos': 0.0, 'compound': -0.6808} negative
injury injury killed--------------------------------------------- {'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.8779} negative
injury killed bengals-------------------------------------------- {'neg': 0.88, 'neu': 0.12, 'pos': 0.0, 'compound': -0.8074} negative
killed bengals chances------------------------------------------- {'neg': 0.616, 'neu': 0.137, 'pos': 0.247, 'compound': -0.5719} negative
bengals chances bengals------------------------------------------ {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
chances bengals open--------------------------------------------- {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
bengals open season---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
open season pretty----------------------------------------------- {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939} positive
season pretty difficult------------------------------------------ {'neg': 0.373, 'neu': 0.149, 'pos': 0.478, 'compound': 0.1779} positive
pretty difficult stretch----------------------------------------- {'neg': 0.373, 'neu': 0.149, 'pos': 0.478, 'compound': 0.1779} positive
difficult stretch face------------------------------------------- {'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612} negative
stretch face seahawks-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
face seahawks bills---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
seahawks bills steelers------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bills steelers open---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
steelers open season--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
open season games------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season games road------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
games road seahawks---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
road seahawks steelers------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
seahawks steelers teams------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
steelers teams widely-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
teams widely viewed---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
widely viewed playoff-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
viewed playoff caliber------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
playoff caliber bills-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
caliber bills considered----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bills considered teams------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
considered teams rise-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
teams rise playoff----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rise playoff sleepers-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
playoff sleepers likely------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sleepers likely bengals------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
likely bengals start--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals start season--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
start season effectively----------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
season effectively kill------------------------------------------ {'neg': 0.547, 'neu': 0.116, 'pos': 0.337, 'compound': -0.4215} negative
effectively kill chances----------------------------------------- {'neg': 0.5, 'neu': 0.0, 'pos': 0.5, 'compound': -0.25} negative
kill chances make------------------------------------------------ {'neg': 0.627, 'neu': 0.133, 'pos': 0.24, 'compound': -0.5994} negative
chances make playoffs-------------------------------------------- {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
make playoffs team----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
playoffs team considered----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
team considered mediocre----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
considered mediocre green---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
mediocre green play---------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
green play stretch----------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
play stretch season---------------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
stretch season going--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season going extremely------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
going extremely difficult---------------------------------------- {'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4201} negative
extremely difficult bengals-------------------------------------- {'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4201} negative
difficult bengals offensive-------------------------------------- {'neg': 0.846, 'neu': 0.154, 'pos': 0.0, 'compound': -0.6705} negative
bengals offensive line------------------------------------------- {'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.4588} negative
line pretty dreadful--------------------------------------------- {'neg': 0.408, 'neu': 0.141, 'pos': 0.451, 'compound': 0.0772} positive
pretty dreadful season------------------------------------------- {'neg': 0.408, 'neu': 0.141, 'pos': 0.451, 'compound': 0.0772} positive
dreadful season reason------------------------------------------- {'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404} negative
season reason bengals-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
reason bengals season-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bengals season fell---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season fell apart------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
fell apart strong------------------------------------------------ {'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106} positive
apart strong start----------------------------------------------- {'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106} positive
strong start unfortunately--------------------------------------- {'neg': 0.358, 'neu': 0.149, 'pos': 0.493, 'compound': 0.2263} positive
start unfortunately changing------------------------------------- {'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34} negative
unfortunately changing season------------------------------------ {'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34} negative
